New_project,Carbon_Bomb_Name,Country,Potential_GtCO2,Fuel_type,GEM_ID,GEM_source,Latitude,Longitude,Operators,Owners,Parent_Company,Multiple_unit_concerned
False,Hongliulin Coal Mine,China,3.08990088,Coal,M0242,https://www.gem.wiki/Hongliulin_Coal_Mine,38.935223,110.400815,"Shaanxi Coal Group, Shenmu Hongliulin Mining Company","Shaanxi Coal and Chemical Industry Group (32%), Shenmu County State-Owned Assets Operation Company (24%), Shaanxi Yulin Energy Group (25%), China Development Bank (19%)",Shaanxi Coal and Chemical Industry Group (32.0%); Shenmu County State-Owned Assets Operation Company (24.0%); Shaanxi Yulin Energy Group (25.0%); China Development Bank (19.0%),
False,Buliangou Coal Mine,China,1.820015076,Coal,M0187,https://www.gem.wiki/Buliangou_Coal_Mine,40.012229,111.336127,Inner Mongolia Mengtai Buliangou Coal Industry Company,"Inner Mongolia Mengtai Group (49%), China Huadian (35%), Others (16%)",Inner Mongolia Mengtai Group (49.0%); China Huadian (35.0%); Others (16.0%),
False,Huojitu Well Of Daliuta Coal Mine,China,1.13336496,Coal,M0256,https://www.gem.wiki/Huojitu_Well_of_Daliuta_Coal_Mine,39.259312,110.224368,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Shangwan Coal Mine,China,1.78657776,Coal,M0326,https://www.gem.wiki/Shangwan_Coal_Mine,39.217545,110.007346,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Halagou Coal Mine,China,1.25939088,Coal,M0231,https://www.gem.wiki/Halagou_Coal_Mine,39.232488,110.076802,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Ningtiaota Coal Mine,China,4.0149186,Coal,M0301,https://www.gem.wiki/Ningtiaota_coal_mine,39.030282,110.250253,"Shaanxi Coal Group, Shenmu Ningtiaota Mining Company","Shaanxi Coal and Chemical Industry Group (32%), Yulin State-Owned Capital Operation and Management Company (25%), Shenmu City State-Owned Assets Operation Company (24%), Others (19%)",Shaanxi Coal and Chemical Industry Group (32.0%); Yulin State-Owned Capital Operation and Management Company (25.0%); Shenmu City State-Owned Assets Operation Company (24.0%); Others (19.0%),
False,Jinjie Coal Mine,China,3.85139304,Coal,M0267,https://www.gem.wiki/Jinjie_coal_mine,38.742365,110.171171,China Energy Jinjie Energy Company,"National Energy Investment Group (49%), State Grid Corporation of China (30%), Others (21%)",China Energy (49.0%); State Grid Corporation of China (30.0%); Others (21.0%),
False,Suancigou Coal Mine,China,2.077994952,Coal,M0351,https://www.gem.wiki/Suancigou_coal_mine,39.705785,111.205624,Inner Mongolia Yitai Jingyue Suancigou Mining Company,"Inner Mongolia Yitai Group (25%), Guangdong Hengjian Investment Holdings Company (15%), China Huaneng (5%), Beijing Energy (10%), Others (45%)",Inner Mongolia Yitai Group (52.0%); Shanxi Yuedian Energy (24.0%); Beijing Jingneng Power Company (24.0%),
False,Daliuta Coal Mine,China,1.207160328,Coal,M0202,https://www.gem.wiki/Shenhua_Daliuta_coal_mine,39.263103,110.234325,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Buertai Coal Mine,China,4.515258,Coal,M0186,https://www.gem.wiki/Buertai_Coal_Mine,39.495115,109.973302,China Shenhua Energy Company,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Pingshuo East Coal Mine,China,2.64996711,Coal,M0306,https://www.gem.wiki/Pingshuo_East_open-pit_mine,39.550649,112.442337,China Coal Pingshuo Group,China Coal,China Coal (57.0%); HKSCC Nominees Limited (30.0%); Others (13.0%),
False,Baiyinhua No.3 Surface Mine,China,1.5792966,Coal,M0176,https://www.gem.wiki/Baiyinhua_No.3_Surface_Mine,44.897826,118.615908,Inner Mongolia Baiyinhua Mengdong Surface Coal Industry Company,"State Power Investment Corporation (SPIC) (43%), Huolinhe Coal Industry Group (23%), Industrial and Commercial Bank of China (33%)",State Power Investment Corporation (43.0%); Huolinhe Coal Industry Group (23.0%); Industrial and Commercial Bank of China (33.0%);Others (1.0%),
False,Yimin Surface Coal Mine,China,2.0336148,Coal,M1243,https://www.gem.wiki/Yimin_open-pit_mine,48.588717,119.757048,Huaneng Yimin Coal and Electricity Company,China Huaneng,China Huaneng (100.0%),
False,Antaibao Surface Mine,China,1.19837388,Coal,M0166,https://www.gem.wiki/Antaibao_open-pit_mine,39.474754,112.311939,China Coal Pingshuo Group,China Coal,China Coal (57.0%); HKSCC Nominees Limited (30.0%); Others (13.0%),
False,Shenhua Bulianta Coal Mine,China,2.22313896,Coal,M0340,https://www.gem.wiki/Shenhua_Bulianta_Coal_Mine,39.354814,110.168084,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Anjialing Open-Pit Mine,China,1.04461104,Coal,M0165,https://www.gem.wiki/Anjialing_open-pit_mine,39.449488,112.360569,China Coal Pingshuo Group,China Coal,China Coal (57.0%); HKSCC Nominees Limited (30.0%); Others (13.0%),
False,Shenhua Heidaigou Surface Coal Mine,China,2.72080242,Coal,M0341,https://www.gem.wiki/Shenhua_Heidaigou_Surface_Mine,39.794309,111.254573,Shenhua Junggar Energy,"National Energy Investment Group (40%), China Cinda Asset Management Company (42%), Others (18%)",China Energy (40.0%); China Cinda Asset Management Company (42.0%); Others (18.0%),
False,Haerwusu Surface Mine,China,2.0804889,Coal,M0230,https://www.gem.wiki/Haerwusu_Surface_Mine,39.731044,111.258324,China Shenhua Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (69.0%); HKSCC Nominees Limited (17.0%); Others (14.0%),
False,Shenhua Baorixile Surface Coal Mine,China,1.5660757,Coal,M0339,https://www.gem.wiki/Shenhua_Baorixile_Surface_Mine,49.391925,119.746017,China Energy Baorixile Energy Company,"National Energy Investment Group (39%), Guangda Holding Company (17%), China National Petroleum Corporation (9%), Changchun Jijun Trade Company (2%), Others (33%)",China Energy (39.0%); Guangda Holding Company (17.0%); China National Petroleum Corporation (9.0%); Changchun Jijun Trade Company (2.0%); Others (33.0%),
True,Dahaize Coal Mine,China,7.993471068,Coal,M0200,https://www.gem.wiki/Dahaize_coal_mine,38.422179,109.277001,China Coal Shaanxi Yulin Energy Chemical Company,China Coal,China Coal (100.0%),
True,Jiangjun Gebi No.2 Coal Mine,China,7.83946416,Coal,M0259,https://www.gem.wiki/Jiangjun_Gebi_No.2_Surface_Mine,44.650514,90.12045,Xinjiang Tianchi Energy,"Tebian Electric Apparatus (TBEA) (86%), Xinjiang Joinworld Company (14%)",Tebian Electric Apparatus (86.0%); Xinjiang Joinworld Company (14.0%),
True,Balasu Coal Mine,China,6.401171436,Coal,M0177,https://www.gem.wiki/Balasu_mine,38.265057,109.208519,Shaanxi Yanchang Petroleum and Balasu Coal Industry Company,Shaanxi Yanchang Petroleum Group,Others (100.0%),
True,Baijia Haizi Coal Mine,China,4.961658372,Coal,M0168,https://www.gem.wiki/Baijia_Haizi_coal_mine,38.356604,108.950826,Inner Mongolia Ordos Lianhai Coal Industry Company,"Inner Mongolia Huineng Coal and Electricity Group (60%), Inner Mongolia Ordos Investment Holding Group (38%), Bayannaoer Zhuoyue Building Materials Company (1%)",Inner Mongolia Huineng Coal and Electricity Group (60.0%); Inner Mongolia Ordos Investment Holding Group (38.0%); Bayannaoer Zhuoyue Building Materials Company (1.0%);Others (1.0%),
True,Xinwen Ili No.1 Coal Mine,China,4.488654588,Coal,M0396,https://www.gem.wiki/Xinwen_Ili_No.1_mine,43.546231,80.961116,Xinwen Mine Industry Group Ili Energy Development Company,Shandong Energy Group,Shandong Energy (100.0%),
True,Shilawusu Coal Mine,China,3.884098152,Coal,M0344,https://www.gem.wiki/Shilawusu_mine,39.018006,109.621986,Inner Mongolia Haosheng Coal Industry Company,"Yankuang Group (77%), Shanghai Huayi Group (19%), Jiutai Energy (2%), Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City (1%), Others (1%)",Shandong Energy (77.0%); Shanghai Huayi Group (19.0%); Jiutai Energy (2.0%); Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City (1.0%); Others (1.0%),
True,Yingpanhao Coal Mine,China,3.75986754,Coal,M0410,https://www.gem.wiki/Yingpanhao_Coal_Mine,38.467484,108.945391,Erdos Yingpanhao Coal Industry Company,Yanzhou Coal Mining Company,Shandong Energy (74.5%); Other (25.5%),
True,Dananhu No. 7 Coal Mine,China,3.63173184,Coal,M1112,https://www.gem.wiki/Dananhu_No._7_Mine,42.383,93.0205,Guotou Hami Eenergy Development Company,"China Reform Holdings Company (36%), China Chengtong Holdings Group (20%), China Coal (29%), National Energy Investment Group (15%)",China Reform Holdings Company (36.0%); China Chengtong Holdings Group (20.0%); China Coal (29.0%); China Energy (15.0%),
True,Zhundong Surface Mine,China,3.53166396,Coal,M0438,https://www.gem.wiki/Zhundong_Surface_Mine_(Wucaiwan_No.3_Surface_Mine,44.836767,89.148398,China Energy Xinjiang Zhundong Energy Company,National Energy Investment Group,China Energy (100.0%),
True,Qinghua No.7 Coal Mine,China,3.37546044,Coal,M0310,https://www.gem.wiki/Qinghua_No.7_coal_mine,44.004615,81.380651,Qinghua Group Yili Mining Investment Company,China Kingho Energy Group,China Kingho Energy Group (100.0%),
True,Shaanxi Caojiatan Coal Mine,China,3.336897696,Coal,M0319,https://www.gem.wiki/Shaanxi_Caojiatan_coal_mine,38.556704,109.898777,Shaanxi Coal Caojiatan Mining Company,"Shaanxi Coal and Chemical Industry Group (51%), Shaanxi Financial Holding Group (23%), Yulin City Yuyang District Energy Investment Company (12%), Yulin State-Owned Asset Operation and Management Company (8%), Shenmu County State-Owned Asset Management Company (5%)",Shaanxi Coal and Chemical Industry Group (51.0%); Shaanxi Financial Holding Group (23.0%); Yulin City Yuyang District Energy Investment Company (12.0%); Yulin State-Owned Asset Operation and Management Company (8.0%); Shenmu County State-Owned Asset Management Company (5.0%);Others (1.0%),
True,Wucaiwan No.1 Coal Mine,China,3.336165492,Coal,M0375,https://www.gem.wiki/Wucaiwan_No.1_coal_mine,44.777239,89.098488,Xinjiang Guotai Xinhua Wucaiwan Mining Industry Company,"Beijing Guotai Xinhua Industrial Company (19%), Xinjiang Changyuan Water Group (14%), Xinjiang Xinhua Hydropower Investment Company (14%), Xinjiang Energy Group (5%), Others (42%)",Beijing Guotai Xinhua Industrial Company (19.0%); Xinjiang Changyuan Water Group (14.0%); Xinjiang Xinhua Hydropower Investment Company (14.0%); Xinjiang Energy Group (5.0%); Others (42.0%);Others (6.0%),
True,Hetaoyu Coal Mine,China,3.00081606,Coal,M0238,https://www.gem.wiki/Hetaoyu_mine,35.269947,107.946376,China Huaneng Gansu Energy Development Company,China Huaneng,China Huaneng (100.0%),
True,Taran Gaole Coal Mine,China,2.928816,Coal,M0357,https://www.gem.wiki/Taran_Gaole_coal_mine,39.996232,109.205991,China Energy,National Energy Investment Group,China Energy (100.0%),
True,Dalaihushuo Coal Mine,China,2.875609176,Coal,M0201,https://www.gem.wiki/Dalaihushuo_coal_mine,45.382698,119.486564,Inner Mongolia Jimei Mining Industry Company,"Jilin Province Coal Industry Group (41%), Tibet Hengyisheng Investment Company (39%), Fude Life Insurance Company (20%)",Jilin Province Coal Industry Group (41.0%); Tibet Hengyisheng Investment Company (39.0%); Fude Life Insurance Company (20.0%),
True,Dananhu West No.2 Coal Mine,China,2.74804677,Coal,M0206,https://www.gem.wiki/Dananhu_West_No.2_open-pit_mine,42.380815,92.96712,State Grid Corporation of China Hami Coal & Energy Company,China Energy Investment Corporation,China Energy (100.0%),
True,Shitoumei No.1 Coal Mine,China,2.416834556,Coal,M0345,https://www.gem.wiki/Shitoumei_No.1_open_pit_coal_mine,44.271559,93.057426,Xinjiang Energy Group,Xinjiang Energy Group,Xinjiang Energy Group (100.0%),
True,Xinzhuang Coal Mine,China,2.299511069,Coal,M0397,https://www.gem.wiki/Xinzhuang_mine,35.265896,107.912029,Qingyang Xinzhuang Coal Industry Company,China Huaneng,China Huaneng (100.0%),
True,Inner Mongolia Erlintu Coal Mine,China,2.228926603,Coal,M0258,https://www.gem.wiki/Inner_Mongolia_Erlintu_mine,39.217439,110.006028,Inner Mongolia Huineng Group Er Lin Tu Coal Company,"Inner Mongolia Huineng Coal and Electricity Group (55%), Shenmu Taide Energy Investment Company (17%), Inner Mongolia Kaiyuan Shiye Group (10%), Shendong Tianlong Group (9%), Erdos Jiuyuan Investment Company (2%), Others (7%)",Inner Mongolia Huineng Coal and Electricity Group (55.0%); Shenmu Taide Energy Investment Company (17.0%); Inner Mongolia Kaiyuan Shiye Group (10.0%); Shendong Tianlong Group (9.0%); Erdos Jiuyuan Investment Company (2.0%); Others (7.0%),
True,Jinjitan Coal Mine,China,2.192462844,Coal,M0268,https://www.gem.wiki/Jinjitan_Coal_Mine,38.506707,109.819371,Shaanxi Future Energy Chemical Company,"Yankuang Group (62%), Shaanxi Yanchang Petroleum Group (19%), Jiaxing Dejian Investment Partnership (5%), Others (14%)",Shandong Energy (62.0%); Shaanxi Yanchang Petroleum Group (19.0%); Jiaxing Dejian Investment Partnership (5.0%); Others (14.0%),
True,Pangpangta Coal Mine,China,2.180771987,Coal,M0305,https://www.gem.wiki/Pangpangta_Coal_Mine,37.998811,111.13841,"Huozhou Coal Power Group, Lu Ling Energy and Chemical Company","Shanxi Coking Coal Group (58%), China Cinda Asset Management Company (36%), China Construction Bank (4%)",Shanxi Coking Coal Group (58.0%); China Cinda Asset Management Company (36.0%); China Construction Bank (4.0%);Others (2.0%),
True,Guojiatan Coal Mine,China,2.1613851,Coal,M0227,https://www.gem.wiki/Guojiatan_coal_mine,38.611469,109.809687,Shaanxi Yulin Energy Group Guojiatan Mining Company,State-Owned Assets Supervision and Administration Commission of Yulin Municipal People's Government,Shaanxi Yulin Energy Group (100.0%),
True,Boli Coal Mine,China,2.0209497,Coal,M0184,https://www.gem.wiki/Boli_Coal_Mine,37.427284,113.576734,Yangquan Coal Industry Group Boli Coal Mine Company,"Shanxi Chuangri New Energy Investment Company (30%), Shanxi State-Owned Capital Investment Operation Company (41%), China Cinda Asset Management Company (24%), Others (5%)",Shanxi Huayang Group New Energy Company (70.0%); Shanxi Chuangrei New Energy Investment Company (30.0%),
True,Xiaobaodang No.2 Coal Mine,China,1.934043646,Coal,M0383,https://www.gem.wiki/Xiaobaodang_No.2_mine,38.756195,109.893889,Shaanxi Xiaobaodang Mining Company,"Shaanxi Investment Group (40%), Shaanxi Coal and Chemical Industry Group (38%), Others (22%)",Shaanxi Coal and Chemical Industry Group (55.0%); Shaanxi Investment Group (28.0%); Others (17.0%),
True,Zhaoshipan Coal Mine,China,1.933750764,Coal,M0429,https://www.gem.wiki/Zhaoshipan_coal_mine,37.909105,109.094503,Shaanxi Energy Zhaoshipan Coal Power Company,"Shaanxi Investment Group (54%), Yulin City Finance Investment Management Company (20%), Shaanxi Yulin Energy Group (20%), Others (6%)",Shaanxi Investment Group (54.0%); Yulin City Finance Investment Management Company (20.0%); Shaanxi Yulin Energy Group (20.0%); Others (6.0%),
True,Madaotou Coal Mine,China,1.8353013,Coal,M0286,https://www.gem.wiki/Madaotou_coal_mine,39.840587,112.655069,Datong Coal Mine Group Madaotou Coal Industry Company,"Shanxi State-Owned Capital Investment Operation Company (61%), China Cinda Asset Management Company (30%), Others (9%)",Jinneng Group (100.0%),
True,Chagannur No.1 Coal Mine,China,1.73650512,Coal,M0189,https://www.gem.wiki/Chagannur_No.1_coal_mine,43.553884,115.167883,Xilingol Fengfeng Energy Company,"Jizhong Energy Group (48%), China Huarong Asset Management Company (2%), China Energy Investment Corporation (49%), Others (1%)",Jizhong Energy Group (48.0%); China Huarong Asset Management Company (2.0%); China Energy Investment Corporation (49.0%); Others (1.0%),
True,Muduchaideng Coal Mine,China,1.719483467,Coal,M0295,https://www.gem.wiki/Muduchaideng_Coal_Mine,38.837173,109.468665,Erdos Yihua Mining Resources Company,"China Coal (66%), Inner Mongolia Boyuan Holdings Group (11%), Others (23%)",China Coal (66.0%); Inner Mongolia Boyuan Holdings Group (11.0%); Others (23.0%),
True,Qiyuan Coal Mine,China,1.71387033,Coal,M0313,https://www.gem.wiki/Qiyuan_coal_mine,37.887028,113.24403,Yangquan Coal Industry Group Qiyuan Coal Industry Company,Shanxi Huayang Group New Energy Company,Huayang New Material Technology Group (100.0%),
True,Nalin River No.2 Coal Mine,China,1.674721396,Coal,M0296,https://www.gem.wiki/Nalin_River_No.2_mine,38.060343,108.973298,Wushenqi Mengda Mining Company,"China Coal (66%), Inner Mongolia Boyuan Holdings Group (11%), Others (23%)",China Coal (66.0%); Inner Mongolia Boyuan Holdings Group (11.0%); Others (23.0%),
True,Shengli No.1 Open-Pit Coal Mine,China,1.6129498,Coal,M0337,https://www.gem.wiki/Shengli_No.1_open-pit_mine,44.002945,116.00678,China Energy Beidian Shengli Energy,"National Energy Investment Group (69%), HKSCC Nominees Limited (17%), Others (14%)",China Energy (46.0%);Others (54.0%),
True,Yadian Coal Mine,China,1.49064531,Coal,M0401,https://www.gem.wiki/Yadian_Coal_Mine,35.217077,107.969668,Bin County Coal Company,Bin County Coal Company,Bin County Coal Company (100.0%),
True,Taohe Coal Mine,China,1.413495415,Coal,M0356,https://www.gem.wiki/Taohe_coal_mine,46.798152,85.710006,Hoboksar Mongol Autonomous County Huadi Mining Company,Shandong First Geological and Mineral Exploration Institute,Shandong First Geological and Mineral Exploration Institute (100.0%),
True,Sanjiao No.1 Coal Mine,China,1.384573357,Coal,M0316,https://www.gem.wiki/Sanjiao_No.1_Coal_Mine,37.786314,111.066045,Shanxi Jinmei Taigang Energy Company,"Shanxi State-Owned Capital Investment and Operation Company (80%), China Development Bank Capital (10%), China Cinda Asset Management (8%), Others (2%)",Jinneng Group (100.0%),
True,Zhong Yu Coal Mine,China,1.371608238,Coal,M0434,https://www.gem.wiki/Zhong_Yu_coal_mine,36.45315,112.238487,Huozhou Coal and Electricity Group,Huozhou Coal and Electricity Group,Shanxi Coking Coal Group (41.3%); China Cinda Asset Management Company (26.0%); Others (32.7%),
True,Mengcun Coal Mine,China,1.363070966,Coal,M0292,https://www.gem.wiki/Mengcun_Coal_Mine,35.146834,107.933183,Shaanxi Binchang Mengcun Mining Group,"Shaanxi Coal and Chemical Industry Group (45%), China Development Bank (6%), Others (49%)",Shaanxi Coal and Chemical Industry Group (45.0%); China Development Bank (6.0%); Others (49.0%),
True,Wenjiazhuang Coal Mine,China,1.255168504,Coal,M0372,https://www.gem.wiki/Wenjiazhuang_Coal_Mine,37.976647,113.182795,Shanxi Pingshu Coal Industry Company,"Yang Quan Coal Industry Group (32%), Jinneng Group (21%), Shanxi Boda Group (9%), Shanxi Provincial Coal Industry Agency Service Center (7%), Beijing Sunshine Ruita Investment Consulting Company (4%), Others (27%)",Yang Quan Coal Industry Group (32.0%); Jinneng Group (21.0%); Shanxi Boda Group (9.0%); Shanxi Provincial Coal Industry Agency Service Center (7.0%); Beijing Sunshine Ruita Investment Consulting Company (4.0%); Others (27.0%),
True,Yuwang No.1 Coal Mine,China,1.252568876,Coal,M0420,https://www.gem.wiki/Yuwang_No.1_Coal_Mine,25.102178,104.615702,Huaneng Diandong Mining Company,"China Huaneng (34%), Shanghua Investment Company (8%), HKSCC Nominees Limited (25%), HeBei Construction & Investment Group (3%), Others (30%)",China Huaneng (34.0%); Shanghua Investment Company (8.0%); HKSCC Nominees Limited (25.0%); Investment Group (3.0%); Others (30.0%),
True,Baiyanghe Coal Mine,China,1.23986544,Coal,M0172,https://www.gem.wiki/Baiyanghe_coal_mine,44.048539,88.529268,Xinjiang Mingji Energy Company,"Shandong Lutai Holding Group (75%), Ming Kei Energy Investment Company (25%)",Shandong Lutai Holding Group (75.0%); Ming Kei Energy Investment Company (25.0%),
True,Xinjiang Hongshan Coal Mine,China,1.204817275,Coal,M0393,https://www.gem.wiki/Xinjiang_Hongshan_Coal_Mine,46.501086,86.043581,Xukuang Group Xinjiang Sai'er Energy Company,Xuzhou Coal Mining Group,Xuzhou Coal Mining Group (100.0%),
True,Talike District No. 2 Coal Mine,China,1.1349162,Coal,M0354,https://www.gem.wiki/Talike_District_No._2_Mine,41.979907,84.378789,Bazhou Dongchen Industry and Trade Company,Bazhou Dongchen Industry and Trade Company,Bazhou Dongchen Industry and Trade Company (100.0%),
True,Changcheng No.3 Coal Mine,China,1.12311012,Coal,M0192,https://www.gem.wiki/Changcheng_No.3_coal_mine,38.369137,106.57545,Otog Front Banner Changcheng No.3 Mining Company,"Shandong Energy (43%), State Grid Company (10%), China Huadian Group (16%), Others (30%)",Shandong Energy (43.0%); State Grid Company (10.0%); China Huadian Group (16.0%); Others (30.0%);Others (1.0%),
True,Wangwa Coal Mine,China,1.072190724,Coal,M0368,https://www.gem.wiki/Wangwa_Coal_Mine,36.163732,106.616037,Ningxia Wangwa Coal Industry Company,Ningxia Wangwa Coal Industry Company,Ningxia Wangwa Coal Industry Company (100.0%),
True,Ba Leng Coal Mine,China,1.071360893,Coal,M0167,https://www.gem.wiki/Ba_Leng_coal_mine,38.474786,106.668299,Etuoke Qianqi Hengyuan Investment Industrial Company,Shanxi Jincheng Anthracite Coal Industry Group,Jinneng Group (100.0%),
True,Longwan Coal Mine,China,1.035854829,Coal,M0281,https://www.gem.wiki/Longwan_coal_mine,35.581287,112.222324,Shanxi Jinmei Qinxiulong Bay Energy Company,"Shanxi Jincheng Anthracite Coal Industry Group (44%), Yangquan Coal Industry Group (18%), Yangcheng County Yangtai Group (21%), Shanxi Yujin Trading Company (9%), Shanxi Juhuang Century Investment Company (6%), Others (2%)",Jinneng Group (44.0%); Huayang New Material Technology Group (18.0%); Yangcheng County Yangtai Group (21.0%); Shanxi Yujin Trading Company (9.0%); Shanxi Juhuang Century Investment Company (6.0%); Others (2.0%),
True,Shanxi Dongda Coal Mine,China,1.02996696,Coal,M0329,https://www.gem.wiki/Shanxi_Dongda_Coal_Mine,35.726066,112.424415,Shanxi Coal Transportation and Sale Group Dongda Energy Company,Jinneng Group,Jinneng Group (100.0%),
True,Hongshuliang Coal Mine,China,1.013931692,Coal,M0248,https://www.gem.wiki/Hongshuliang_Coal_Mine,39.452624,111.290036,Inner Mongolia Kailuan Hongfeng Coal Company,"Kailuan Group (60%), Inner Mongolia Shengli Resource Group (16%), Erdos Chunhui Forest Company (12%), Junggar Juli Cultivation Company (12%)",Kailuan Group (60.0%); Inner Mongolia Shengli Resource Group (16.0%); Erdos Chunhui Forest Company (12.0%); Junggar Juli Cultivation Company (12.0%),
True,West Well of Faer Second Coal Mine,China,1.00573044,Coal,M0374,https://www.gem.wiki/West_Well_of_Faer_Second_Mine,26.31898,104.753785,Guizhou Panjiang Hengpu Coal Industry Company,"Guizhou Panjiang Coal and Electricity Group (58%), Yankuang Group (12%), Guizhou Coalfield Geology Bureau (10%), Others (20%)",Guizhou Panjiang Coal and Electricity Group (58.0%); Shandong Energy (12.0%); Guizhou Coalfield Geology Bureau (10.0%); Others (20.0%),
False,Pribbenow Coal Mine,Colombia,1.36922148,Coal,M0443,https://www.gem.wiki/Pribbenow_coal_mine,9.575297,-73.484914,Drummond Limited,Drummond International (100%),Drummond Company (100.0%),
False,El Descanso Coal Mine,Colombia,4.149156,Coal,M0441,https://www.gem.wiki/El_Descanso_mine,9.7050912,-73.5231884,Drummond Limited,Drummond International (100%),Drummond Company (100.0%),
False,Cerrejón Coal Mine,Colombia,2.40895116,Coal,M0440,https://www.gem.wiki/Cerrejon_coal_mine,11.033968,-72.662926,Cerrejón Coal Company,Glencore,Glencore (100.0%),
True,San Juan Coal Mine,Colombia,1.64013696,Coal,M0445,https://www.gem.wiki/San_Juan_Mine_(Colombia),10.7691665,-73.0183361,Best Coal Company (BCC),Yildirim Holding AS,Yildirim Holding AS (100.0%),
False,Garzweiler Coal Mine,Germany,1.32209,Coal,M0452,https://www.gem.wiki/Garzweiler_mine,51.0839989,6.4529844,RWE Power,Stirakia Holdings,RWE Power (100.0%),
False,Hambach Coal Mine,Germany,1.7054961,Coal,M0453,https://www.gem.wiki/Hambach_mine,50.891826,6.5734464,RWE Power,RWE Power,RWE Power (100.0%),
False,West Macedonia Lignite Centre (WMLC),Greece,2.16342,Coal,M0462,https://www.gem.wiki/Western_Macedonia_Lignite_Centre,40.448222,21.783496,Public Power Corporation of Greece S.A,Public Power Corporation of Greece S.A,Public Power Corporation of Greece S.A (100.0%),
False,Kaniha Coal Mine,India,1.19693511,Coal,M0552,https://www.gem.wiki/Talcher_coal_mines,21.095844,85.079292,Mahanadi Coalfields Limited (MCL),Coal India,Coal India (100.0%),
False,Rajmahal Coal Mine,India,5.83210719,Coal,M0617,https://www.gem.wiki/Rajmahal_coal_mines,25.038,87.3538,Eastern Coalfields Limited (ECL),Coal India,Coal India (100.0%),
False,Talaipalli Coal Mine,India,1.53294876,Coal,M0640,https://www.gem.wiki/Talaipalli_coal_mine,22.17758,83.355201,National Thermal Power Corporation,National Thermal Power Corporation,National Thermal Power Corporation (100.0%),
False,Moher Amlohri Coal Mine,India,1.04436675,Coal,M0580,https://www.gem.wiki/Moher-Amlori_Extension_coal_mine,24.135,82.599444,Sasan Power,Reliance Power,Reliance Power (100.0%),
False,Lakhanpur Coal Mine,India,1.5179997,Coal,M0566,https://www.gem.wiki/Lakhanpur_coal_mine,21.7451,83.8401,Mahanadi Coalfields Limited (MCL),Coal India,Coal India (100.0%),
False,Dipka Coal Mine,India,1.1718525,Coal,M0513,https://www.gem.wiki/Dipka_coal_mine,22.345077,82.544192,South Eastern Coalfields Limited (SECL),Coal India,Coal India (100.0%),
False,Gevra Coal Mine,India,2.43019602,Coal,M0527,https://www.gem.wiki/Gevra_coal_mine,22.336312,82.545748,South Eastern Coalfields Limited (SECL),Coal India,Coal India (100.0%),
False,Kusmunda Coal Mine,India,1.1502183,Coal,M0564,https://www.gem.wiki/Kusmunda_coal_mine,22.332635,82.666666,South Eastern Coalfields Limited (SECL),Coal India,Coal India (100.0%),
True,Siarmal Coal Mine,India,1.8605412,Coal,M0632,https://www.gem.wiki/Siarmal_coal_mine,22.043469,83.733619,Mahanadi Coalfields Limited (MCL),Coal India,Coal India (100.0%),
True,Kerandari BC,India,1.83304,Coal,M3877,https://www.gem.wiki/Kerendari_coal_mine,23.9125,85.0875,NTPC Mining Limited,National Thermal Power Corporation Limited. (NTPC),Government of India (100.0%),
True,"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",India,1.5167978,Coal,M0535,https://www.gem.wiki/Integrated_Belpahar-Lakhanpur-Lilari_Project,21.771004,83.854397,Mahanadi Coalfields Limited (MCL),Coal India,Coal India (100.0%),
True,Balaram Coal Mine,India,1.37311524,Coal,M0478,https://www.gem.wiki/Balaram_coal_mine,20.962009,85.178092,Mahanadi Coalfields Limited (MCL),Coal India,Coal India (100.0%),
True,Gare Pelma Sector II,India,1.3103,Coal,M0519,https://www.gem.wiki/Gare_Palma_I_coal_mine,22.11866,83.53358,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation (100.0%),
